customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0458,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),30.06,459.03,No
CUST-0459,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.58,338.59,No
CUST-0460,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,110.79,7693.2,Yes
CUST-0461,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,76.7,2115.78,Yes
CUST-0462,Male,0,Yes,Yes,51,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,71.86,3645.28,Yes
CUST-0463,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),78.19,1298.93,No
CUST-0464,Male,0,No,No,68,Yes,No,No,No,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),55.04,3791.07,No
CUST-0465,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,99.36,1086.45,No
CUST-0466,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),70.84,1729.13,Yes
CUST-0467,Female,0,Yes,No,51,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),29.98,1424.49,No
CUST-0468,Female,0,No,No,52,No,No,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,31.22,1671.56,No
CUST-0469,Female,1,Yes,No,22,Yes,Yes,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),72.2,1547.39,Yes
CUST-0470,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,112.38,1690.19,Yes
CUST-0471,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,49.24,2721.06,Yes
CUST-0472,Female,0,No,Yes,38,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,One year,No,Electronic check,105.64,3983.25,Yes
CUST-0473,Female,1,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,No,Electronic check,95.04,4933.02,Yes
CUST-0474,Male,1,Yes,No,41,No,Yes,No,No,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.16,1773.4,No
CUST-0475,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,21.9,1246.95,No
CUST-0476,Female,1,Yes,No,38,Yes,No,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.49,1082.52,No
CUST-0477,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,91.46,1107.7,Yes
CUST-0478,Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,38.32,269.88,Yes
CUST-0479,Male,0,No,No,34,Yes,No,No,No,No internet service,No,Yes,No,No,Two year,No,Electronic check,55.56,1900.64,No
CUST-0480,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),68.67,1189.27,No
CUST-0481,Female,1,Yes,No,8,Yes,No,No,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,91.16,712.28,No
CUST-0482,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,29.63,1645.2,Yes
CUST-0483,Female,1,Yes,Yes,16,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),59.09,952.99,Yes
CUST-0484,Male,0,Yes,No,6,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),67.0,416.46,No
CUST-0485,Male,0,Yes,No,45,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,72.6,3332.09,Yes
CUST-0486,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,100.5,1309.88,Yes
CUST-0487,Male,0,No,No,39,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),35.5,1458.35,No
CUST-0488,Female,1,No,No,41,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Two year,No,Electronic check,99.44,3988.71,Yes
CUST-0489,Male,0,No,No,8,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,87.88,680.02,Yes
CUST-0490,Female,0,No,No,49,Yes,No,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),74.12,3648.67,Yes
CUST-0491,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,88.55,2282.29,Yes
CUST-0492,Male,0,No,Yes,65,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.66,3875.71,Yes
CUST-0493,Female,1,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,32.16,21.38,No
CUST-0494,Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,85.16,2430.19,Yes
CUST-0495,Male,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),70.98,2461.51,No
CUST-0496,Male,0,Yes,No,37,Yes,Yes,No,Yes,No,No,Yes,No,No,Two year,No,Electronic check,82.51,2974.25,No
CUST-0497,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.22,314.81,No
CUST-0498,Female,0,No,No,64,Yes,No,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),109.39,6996.08,Yes
CUST-0499,Female,0,No,Yes,16,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,77.28,1155.34,No
CUST-0500,Female,0,No,No,70,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,26.83,1825.08,No
CUST-0501,Female,0,Yes,No,44,Yes,No,No,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,63.46,2849.69,No
CUST-0502,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,94.26,277.16,Yes
CUST-0503,Female,0,Yes,Yes,35,No,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Electronic check,98.06,3453.78,Yes
CUST-0504,Female,0,No,Yes,69,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),67.96,4627.43,Yes
CUST-0505,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),108.17,3242.41,Yes
CUST-0506,Female,0,Yes,No,18,Yes,No,No,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,45.15,805.91,No
CUST-0507,Female,1,No,Yes,60,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,59.52,3531.44,Yes
CUST-0508,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Two year,No,Credit card (automatic),108.56,5751.13,Yes
CUST-0509,Female,0,Yes,No,38,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,108.32,4021.55,Yes
CUST-0510,Female,0,No,No,18,No,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),87.16,1590.81,No
CUST-0511,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,104.58,3954.07,No
CUST-0512,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Mailed check,27.17,1780.36,No
CUST-0513,Female,0,Yes,No,44,Yes,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Electronic check,105.18,4670.51,Yes
CUST-0514,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,50.47,627.24,No
CUST-0515,Female,0,Yes,No,57,Yes,Yes,DSL,No,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),36.17,2045.77,Yes
CUST-0516,Male,0,Yes,No,19,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.31,748.06,No
CUST-0517,Male,0,No,No,71,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),60.26,4344.89,Yes
CUST-0518,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,43.49,2542.39,Yes
CUST-0519,Male,0,Yes,No,38,Yes,No,No,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),50.47,1949.33,No
CUST-0520,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),31.82, ,No
CUST-0521,Male,0,No,No,2,Yes,No,No,No internet service,No,No,No internet service,No,Yes,One year,No,Electronic check,48.02,141.93,No
CUST-0522,Male,0,No,No,61,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.76,4671.89,Yes
CUST-0523,Male,0,No,No,62,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,62.66,3789.29,Yes
CUST-0524,Female,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,53.1,1296.87,Yes
CUST-0525,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,No,Credit card (automatic),93.27,5148.18,Yes
CUST-0526,Female,1,Yes,No,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,108.05,3492.75,No
CUST-0527,Male,1,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),94.31,3507.73,No
CUST-0528,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),51.62,209.98,No
CUST-0529,Male,1,No,Yes,57,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,93.07,5294.13,Yes
CUST-0530,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,33.52,1524.59,Yes
CUST-0531,Male,1,Yes,No,44,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,31.35,1324.01,Yes
CUST-0532,Male,1,No,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,52.99,1658.83,No
CUST-0533,Male,0,No,No,44,Yes,No phone service,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),99.42,4432.04,No
CUST-0534,Male,0,No,No,60,Yes,No,No,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,43.01,2531.06,Yes
CUST-0535,Female,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),24.61,1061.22,Yes
CUST-0536,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,No,Credit card (automatic),31.49,566.49,No
CUST-0537,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.55,3679.0,Yes
CUST-0538,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,81.95,1411.37,Yes
CUST-0539,Male,1,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),43.7,823.53,Yes
CUST-0540,Male,1,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,74.06,4215.92,Yes
CUST-0541,Male,0,Yes,No,17,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,71.27,1209.02,No
CUST-0542,Female,0,Yes,No,46,Yes,No,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.12,3830.63,Yes
CUST-0543,Male,0,No,Yes,48,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),41.69,2007.39,No
CUST-0544,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,105.12,1363.13,Yes
CUST-0545,Female,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),49.34,713.39,No
CUST-0546,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),88.01,2721.26,No
CUST-0547,Male,0,Yes,No,0,Yes,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,19.87, ,No
CUST-0548,Male,0,No,No,53,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.7,3053.79,Yes
CUST-0549,Female,0,No,No,2,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,53.6,129.97,Yes
CUST-0550,Male,0,Yes,Yes,15,Yes,No,No,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.87,1054.68,Yes
CUST-0551,Female,0,No,Yes,56,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,25.56,1545.78,No
CUST-0552,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,97.66,1068.02,No
CUST-0553,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,40.14,549.36,No
CUST-0554,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.29,6242.78,Yes
CUST-0555,Female,1,Yes,Yes,23,Yes,No,No,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),98.97,2239.65,Yes
CUST-0556,Male,0,No,No,27,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,74.72,1978.82,No
CUST-0557,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.71,621.4,Yes
CUST-0558,Female,1,No,No,35,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),84.77,2975.18,Yes
CUST-0559,Male,0,No,Yes,7,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.98,424.4,Yes
CUST-0560,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.54,5541.34,Yes
CUST-0561,Male,0,Yes,No,59,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,47.87,2870.66,No
CUST-0562,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,75.66,3679.61,Yes
CUST-0563,Female,0,Yes,Yes,27,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),93.16,2494.68,Yes
CUST-0564,Male,1,No,No,40,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,56.34,2339.36,Yes
CUST-0565,Female,0,Yes,Yes,63,Yes,No,No,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),48.68,3077.51,No
CUST-0566,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),64.41,1697.05,Yes
CUST-0567,Male,0,No,No,62,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),100.46,6226.09,Yes
CUST-0568,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.71,1825.54,Yes
CUST-0569,Male,0,No,No,72,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.03,5339.06,Yes
CUST-0570,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),84.73,2587.61,Yes
CUST-0571,Male,1,Yes,Yes,28,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,109.03,3107.07,Yes
CUST-0572,Female,0,Yes,No,12,No,Yes,No,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,28.15,415.15,Yes
CUST-0573,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,41.57,1895.7,Yes
CUST-0574,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Credit card (automatic),89.49,3008.79,Yes
CUST-0575,Female,0,No,No,5,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,101.04,447.59,No
CUST-0576,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,104.38,7215.93,No
CUST-0577,Male,0,Yes,Yes,46,Yes,Yes,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,59.97,2713.37,Yes
CUST-0578,Male,0,Yes,No,24,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.23,729.4,Yes
CUST-0579,Male,0,Yes,Yes,65,Yes,No phone service,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,62.25,4065.78,Yes
CUST-0580,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,41.44,475.25,Yes
CUST-0581,Female,0,No,No,55,No,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,47.52,2597.69,Yes
CUST-0582,Male,0,Yes,No,29,No,No,No,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,95.86,2699.56,No
CUST-0583,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,25.84,103.47,No
CUST-0584,Male,0,No,Yes,32,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),101.42,3171.12,Yes
CUST-0585,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,61.23,4052.57,Yes
CUST-0586,Male,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,78.15,1360.02,No
CUST-0587,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),27.26,1347.39,No
CUST-0588,Male,0,No,No,10,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),52.15,560.44,No
CUST-0589,Male,0,No,No,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),27.26,646.82,No
CUST-0590,Female,0,Yes,No,62,No,No,DSL,No,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),114.89,7116.58,Yes
CUST-0591,Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),99.38,5769.56,Yes
CUST-0592,Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),64.44,1772.63,No
CUST-0593,Female,1,No,No,48,No,No,DSL,No internet service,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),40.72,1896.71,No
CUST-0594,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,112.06,3549.49,Yes
CUST-0595,Male,0,No,Yes,0,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,52.88, ,Yes
CUST-0596,Female,1,Yes,No,20,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),34.43,654.92,No
CUST-0597,Male,0,No,No,54,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),74.85,3968.95,No
CUST-0598,Female,0,Yes,No,5,Yes,No,No,Yes,No,No,Yes,No,No internet service,One year,No,Electronic check,113.1,430.26,No
CUST-0599,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Mailed check,18.63,1175.5,Yes
CUST-0600,Female,0,Yes,No,4,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.18,223.67,No
CUST-0601,Female,0,No,No,2,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.56,224.71,Yes
CUST-0602,Male,0,No,No,52,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.44,1884.66,Yes
CUST-0603,Female,0,Yes,Yes,22,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.63,622.73,No
CUST-0604,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.55,3923.68,Yes
CUST-0605,Male,0,No,No,36,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,104.87,3855.98,Yes
CUST-0606,Male,0,Yes,No,16,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.2,1136.84,No
CUST-0607,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,118.2,8557.5,Yes
CUST-0608,Male,0,Yes,No,0,Yes,No,No,No internet service,No,No,No,No,No,One year,No,Electronic check,86.51, ,No
CUST-0609,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),25.69,1310.4,Yes
CUST-0610,Male,0,Yes,No,44,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,118.03,5211.85,Yes
CUST-0611,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Mailed check,59.24,169.37,Yes
CUST-0612,Male,0,No,Yes,61,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.13,2854.71,No
CUST-0613,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.32,4812.6,Yes
CUST-0614,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,48.83,1448.95,Yes
CUST-0615,Female,1,Yes,Yes,33,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,26.94,963.39,Yes
CUST-0616,Female,0,No,Yes,71,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,18.39,1291.92,No
CUST-0617,Male,1,Yes,No,38,Yes,Yes,No,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),63.43,2344.64,No
CUST-0618,Female,0,No,No,25,No,Yes,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),102.35,2531.47,Yes
CUST-0619,Female,0,Yes,No,33,Yes,No,No,No,Yes,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),75.77,2456.69,No
CUST-0620,Female,0,No,Yes,53,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),118.67,6260.73,Yes
CUST-0621,Female,0,No,No,2,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Mailed check,47.08,64.46,No
CUST-0622,Female,0,Yes,No,49,No,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,46.44,2243.88,Yes
CUST-0623,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),34.3,361.9,No
CUST-0624,Male,1,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Mailed check,34.74,2220.12,Yes
CUST-0625,Female,0,No,No,53,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),46.91,2524.42,Yes
CUST-0626,Female,1,No,No,4,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,97.93,379.47,Yes
CUST-0627,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,109.28,6135.98,Yes
CUST-0628,Male,0,No,Yes,16,No,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,116.25,1860.38,Yes
CUST-0629,Female,1,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,41.6,1940.63,No
CUST-0630,Male,0,No,No,22,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,106.82,2352.37,No
CUST-0631,Male,0,No,No,13,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,51.24,633.78,Yes
CUST-0632,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,29.59,1877.44,Yes
CUST-0633,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),105.69,5295.01,Yes
CUST-0634,Male,0,No,No,37,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.18,3104.33,No
